Pengguna,Waktu,Ulasan
,"2024-08-10 14:39 | Variasi: SC-734,10 METER","produk berfungsi dengan baik, barang realpict, dilapisi bubblewrap buanyak.. thanks seller"
n*****i,"2025-11-14 22:34 | Variasi: SC-734,5 METER",Berfungsi dengan baik
,"2025-06-20 05:27 | Variasi: SC-733,3 METER","Bagus si kabelnya juga tebel bukan yg plastik tipis gitu, kokoh jadii aman buat sehari2 dipake juga, pesen tgl 18 juni tgl 19 juni sampeee"
d*****2,"2025-05-05 16:10 | Variasi: SC-734,1.5 METER",Paket mendarat dengan selamat pengepakan barang baik kecepatan pengiriman barang standar semoga barangnya berfungsi awet dan tahan lama semoga tokonya semakin maju
s*****5,"2025-04-30 16:57 | Variasi: SC-734,5 METER",Alhamdulillah stop kontak sudah sampai. Semoga awet
,"2025-05-04 12:46 | Variasi: SC-734,5 METER","Sangat memuaskan barang yg saya pesen sesuai exspetasi, toko amanah"
d*****8,"2023-05-04 23:36 | Variasi: SC-733,1.5 METER","Baru pertama kali order disini harganya murah meriah, alhamdulillah smp saat ini produk berfungsi dgn baik. Smoga produk2nya awet. Thankyou.."
,"2026-04-05 15:52 | Variasi: SC-734 HITAM,3 METER",
l*****9,"2025-07-12 13:03 | Variasi: SC-732,1.5 METER",Bagus kok keren
d*****o,"2023-05-08 13:06 | Variasi: SC-735,10 METER",Sesuai dan berfungsi dengan baik semoga awet.tq
9*****x,"2024-08-31 22:11 | Variasi: SC-735,5 METER","Setelah berapa jam dipake ini error guyss 😏. Nyolok kipas angin kadang bisa/ga. Nanti mati sendiri padahal ga kesenggol. Nambah kerjaaan aja harus bongkar nih dalemnya. Padahal ini pembelian ke 2x di toko ini. Yg pertama oke, ini not bad bangett 🧐🧐. Btw ini awal dicolokin tombol power on/off ga berfungsi yaa alias mati. Udah sempet dibenerin pake obeng nyala, ehh mati lagi gitu aja terus nyalahin kipas angin mati hidup sendiri. Capeeee ainkkk"
,"2024-10-04 19:14 | Variasi: SC-734,10 METER",Mantap barang sesuai pesanan dan berfungsi dengan baik dan panjang ny pun sesuai yang di inginkan
m*****a,"2023-07-08 18:04 | Variasi: SC-734,5 METER",Packaging aman. Pengiriman lumayan cepat. Barang juga berfungsi dengan baik. Aman.
,"2025-04-23 10:10 | Variasi: SC-734,5 METER, SC-733,1.5 METER",Saya kecewa nya yang 1.5 meter ternyata pendek kali kayak 1 meter aja gitu panjang nya.. Yang 5 meter blm saya benar benar ukur si.. Cuma yang uda saya gunakan adaptor stop kontak nya aja saya di harga 77000 sampek binje
l*****9,"2025-12-19 21:56 | Variasi: SC-734,1.5 METER, SC-733,1.5 METER",
h*****e,"2025-04-12 18:10 | Variasi: SC-734,3 METER",
,"2024-05-16 12:08 | Variasi: SC-734,10 METER, SC-734,5 METER","Produk bagus, pengiriman cepat.
Paket sampai dengan baik, tidak ada masalah.
Transaksi mudah, pengiriman tepat waktu.
Produk asli, kualitas terjamin, harga terjangkau
Paket sampai tepat waktu, barang dalam kondisi baik
Rekomendasii"
,"2025-10-01 19:24 | Variasi: SC-734,5 METER, SC-733,5 METER",Bisa digunakan untuk apa saja
,"2025-06-21 12:47 | Variasi: SC-735,10 METER",Colokan listrik berfungsi dengan baik..dan panjangnya 10 m..harga murah kualitas bagus
b*****7,"2025-05-01 15:16 | Variasi: SC-734,5 METER",Alhamdulillah paketnya sudah nyampe terimakasih min
a*****a,"2024-11-21 07:34 | Variasi: SC-733,1.5 METER","Paketnya udah nyampe, berfungsi dengan baik,, makasih seller"
t*****2,"2024-10-29 23:31 | Variasi: SC-735,5 METER","Stop kontak murah, berfungsi dengan baik."
d*****8,"2023-06-16 16:43 | Variasi: SC-734,10 METER","Pesenannnya sudah sampai sesuai dgn yg dipesan dan sudah di tes semua bagus. 
Thanks Shopee, seller dan kurir"
d*****n,"2026-04-11 14:54 | Variasi: SC-732,1.5 METER",Mantap
a*****h,"2025-09-19 09:31 | Variasi: SC-734,5 METER",
,"2025-05-27 18:27 | Variasi: SC-733,5 METER","Barang cukup baik, semoga awet"
,"2024-11-05 10:49 | Variasi: SC-735,10 METER",Mantap barang original gak nyesal belanja di toko ini smgga slalu sukses
d*****i,"2025-08-07 17:01 | Variasi: SC-732,3 METER","Quick response seller, packingan aman pengiriman cepat, recommended seller"
,"2025-08-12 18:14 | Variasi: SC-735,5 METER","Awal di coba gak bisa dimasukin ke colokan trus tnya cs ternyata harus di tekan keras baru bisa masuk 
Semoga awet"
y*****2,"2024-09-17 12:29 | Variasi: SC-732,10 METER","Aku gak ngukur sih panjangnya berapa, tapi mudah²an sesuai dengan deskripsi produk. Terimakasih banyak seller"
d*****a,"2023-10-16 17:31 | Variasi: SC-733,10 METER",Barang sesuai dengan pesanan. Pengiriman cepat. Packing aman. Seller amanah.
y*****i,"2024-02-11 16:34 | Variasi: SC-735,5 METER",Paket sudah sampai dengan selamat.. keren banget.. sesuai dengan gambar
,"2026-01-27 19:51 | Variasi: SC-734,10 METER",
,"2024-08-01 14:26 | Variasi: SC-735,10 METER",
,"2025-06-20 11:53 | Variasi: SC-734,1.5 METER","Sesuai pesanan,harga terjangkau,,kualitas'a ga usah diragukan lagi mantap deh pokok'a"
w*****9,"2025-10-14 08:12 | Variasi: SC-735,5 METER",Berfungsi dengan baik
,"2025-05-05 10:10 | Variasi: SC-734,3 METER",Cepetnudh nympe aja next co lagi yg pendek kabelnya
,"2024-02-12 09:54 | Variasi: SC-735,10 METER, SC-734,1.5 METER",berfungsi sebagaimana mestinya.. Barang berkualitas. Pengiriman cepat dan aman
,"2025-09-01 14:43 | Variasi: SC-735,5 METER","build quality nya bagus, bahannya tebal dan lumayan berat, kabelnya tebal, semua colokan berfungsi dengan baik, panjang kabel sesuai, mantap"
,"2026-04-11 17:28 | Variasi: SC-732 HITAM,5 METER, SC-732 HITAM,1.5 METER","Hitam lebih bagus karna tidak tampak bila kotor, merek ini bagus dan dengan harga yg kompetitif. Semoga aman dalam digunakan. Terima kasih"
i*****4,"2025-05-23 18:10 | Variasi: SC-732,3 METER",Bisa di pake cas hp mantaaaap
n*****n,"2025-05-24 13:19 | Variasi: SC-735,10 METER","Bagus barangnya original dan cepat juga untuk pengirimannya. Terimakasih ya seller, semoga banyak promo lagi kedepannya"
n*****1,"2025-05-15 06:40 | Variasi: SC-734,10 METER",Sukses selalu buat kak seller nya ya semogaa makin berkah untuk kedepannya kak
,"2026-03-02 14:32 | Variasi: SC-733,1.5 METER",
,"2025-06-27 12:11 | Variasi: SC-734,3 METER, SC-734,1.5 METER",
r*****f,"2023-08-20 12:15 | Variasi: SC-734,5 METER","semoga awet, nyampe nya cepet. packing nya juga aman banget."
s*****i,"2026-03-04 04:13 | Variasi: SC-734,10 METER",
,"2025-05-09 09:26 | Variasi: SC-733,1.5 METER",Belum d cobain tp mudah-mudahan bagus
n*****3,"2025-05-27 20:33 | Variasi: SC-734,5 METER","Pengiriman cepat dan aman, barangnya bagus berfungsi dengan baik, semoga awet ya"
j*****s,"2024-01-03 16:38 | Variasi: SC-732,1.5 METER","Produk sesuai dengan pesanan
Packing aman
Pengiriman cepat
Seller ramah
Pembelian keduakali nya
Produk awet
Thank's.."
k*****e,"2025-08-19 08:42 | Variasi: SC-735,5 METER",Kualitas baik dengan harga terjangkau
m*****a,"2025-03-09 10:28 | Variasi: SC-734,10 METER","Terima kasih seller barang sudah sampai dengan baik dan tanpa cacat
Packing tebal dan aman
Kecepatan pengiriman sangat baik
Produk original"
s*****_,"2025-04-23 19:52 | Variasi: SC-732,1.5 METER","Barang mendarat dengan selamat, sukses terus buat sellernyaaa aamiin🫶🏻"
f*****7,"2024-02-12 22:56 | Variasi: SC-734,3 METER","Bagus suka sama barang nya, udah langganan juga ini soalnya, pernah kecewa 1x tapi ywdh lah ikhlas"
,"2025-05-09 07:49 | Variasi: SC-733,5 METER",
,"2025-05-22 12:19 | Variasi: SC-732,10 METER, SC-734,10 METER",
s*****4,"2024-07-14 11:41 | Variasi: SC-735,3 METER","Makasih kak paketannya sudah datang.
Respont penjualnya cepat banget & Pengirimannya juga langsung diproses dihari yang sama 🥰"
,"2024-07-21 18:45 | Variasi: SC-733,3 METER",barang sampai dengan cepat Dan packagingnya rapih. sesuai dengan yang di pesan. barangnya cukup baik .
a*****3,"2025-05-12 15:06 | Variasi: SC-733,1.5 METER","Sesuai pesanan, packing aman, pengiriman cepat. Terimakasih Seller, Kurir, dan Pihak Shopee 🙏🏼🙏🏼🙏🏼"
n*****i,"2025-04-01 14:23 | Variasi: SC-733,3 METER","Seauai gambar, harga murah, berfungsi baik"
,"2025-02-02 13:35 | Variasi: SC-733,5 METER",
,"2025-05-28 11:35 | Variasi: SC-735,5 METER",
,"2025-05-22 21:26 | Variasi: SC-733,10 METER",Produk bagus! Produk sesuai dengan deskripsi dan ekspektasi. Recommended seller!
d*****_,"2025-09-14 08:11 | Variasi: SC-733,5 METER",berfungsi dg baik
a*****a,"2023-09-21 18:35 | Variasi: SC-734,5 METER","Barang bagus dan sesuai dengan gambar serta, pengiriman cepat, Terima kasih."
r*****n,"2025-03-07 05:59 | Variasi: SC-734,10 METER","Paket nya udah diterima ya kak, pengiriman nya agak terlambat krna lagi banjir. Udah di coba kabel nya, sejauh ini aman. Semoga awet. Makasih kak"
,"2025-06-09 09:33 | Variasi: SC-732,1.5 METER","Ternyata ada, saya sudah terima dengan baik terima kasih untuk barangnya ,tokonya"
a*****_,"2024-01-08 13:59 | Variasi: SC-735,5 METER","sesuai digambar, panjang pas, di awal susah di masukkan colokan mungkin karna baru, tapi lama2 ok"
n*****6,"2023-07-10 18:51 | Variasi: SC-733,3 METER","Keren banget yang datang sesuai nggak ada yang rusak, Terima kasih, mudah2 awet"
a*****5,"2025-07-22 18:00 | Variasi: SC-734,10 METER",
o*****2,"2024-03-31 10:53 | Variasi: SC-733,5 METER, SC-733,3 METER","Makasih seller, rekomendasi bagus utk produknya"
,"2025-05-05 05:38 | Variasi: SC-733,10 METER","terima kasih gan barang nya sudah sampai semoga bermanfaat 
pengirimannya sangat cepat"
,"2026-02-27 15:24 | Variasi: SC-735,3 METER","barang bagus sudah di coba nyala semua, sesuai pesanan. thanks seller"
,"2026-04-07 22:34 | Variasi: SC-734 HITAM,10 METER","Pesanan sesuai, kualitas baik, pengiriman cepat, packaging aman."
r*****a,"2024-02-28 09:11 | Variasi: SC-733,10 METER","Sesuai pesanan, pengiriman cepat, packing aman bubble wrap tebal, barang no cacat"
,"2024-11-11 00:32 | Variasi: SC-735,3 METER","Buat kebutuhan anak kost yang sangat memadai dan murah sekali, semoga aweet yaa"
,"2025-05-24 08:22 | Variasi: SC-733,1.5 METER",Barangnya udah smpai tpi maap baru midio keburu dipakek wkwkw
w*****3,"2024-05-09 10:43 | Variasi: SC-735,3 METER","sepadan dengan harga, pengiriman cepat.
terima kasih seller, kurir, dan shopee👍👍"
,"2025-04-27 00:12 | Variasi: SC-733,3 METER",Sesuai deskripsi  semoga awet ..
,"2024-08-13 17:10 | Variasi: SC-732,1.5 METER",Bagus ko beli aja
z*****1,"2024-09-11 08:55 | Variasi: SC-733,3 METER, SC-732,1.5 METER","Good quality dan harga terjangkau,.. Pengiriman super aman dan cepat sampe tujuan"
,"2025-04-30 17:06 | Variasi: SC-732,1.5 METER, SC-733,1.5 METER",terimakasih sudah mengirim barang sesuai dengan pesanan. pengemasan rapi dan safety. terimakasih seller
,"2024-07-16 12:59 | Variasi: SC-733,10 METER",Pengirimannya cepet packing nya juga rapih
z*****1,"2023-09-12 19:02 | Variasi: SC-735,10 METER","barangnya sdh sampai, semoga awet"
,"2025-07-31 10:46 | Variasi: SC-732,1.5 METER",Barang sudah sampai dengan selamat. Paking aman. Terimaksih banyak...
,"2026-04-01 12:35 | Variasi: SC-734,5 METER",
,"2024-09-29 20:10 | Variasi: SC-733,3 METER",sedihnya yang berfungsi satu lubang doang. yang dua lainnya gabisa ditancepin. kayanya lubang Kuningan yang didalamnya itu kurang gede apa gimana. gatau masih bisa diservis engga tapi kan males ya kudu nyervis segala. semoga cuma di aku aja sih ngga semuanya dapat pengalaman ga enak ini.
t*****a,"2024-03-31 17:25 | Variasi: SC-733,10 METER","sesuai orderan
pengiriman cepat dan packing aman"
,"2025-09-08 16:22 | Variasi: SC-734,10 METER, SC-735,5 METER","Alhamdulillah nyampe dengan selamat dan tidak ada cacat,stop kontak nya sesuai pesanan 5 meter dan 10 meter, bum di coba mudah-mudahan aman dan awet"
,"2025-04-26 09:41 | Variasi: SC-733,1.5 METER",Yah ternyata yg 1 meter itu pendek nya kirain agak panjangan padahal buat mesin cuci tpi gpp deh masih bisa di pakai makasih seller
,"2026-02-04 22:29 | Variasi: SC-733,3 METER, SC-734,1.5 METER","Stop kontak berfungsi dgn baik, barang sampai aman, tdk ada yg rusak. Seller sangat amanah & fast respon. Salut 👏🏼👍🏼"
,"2023-11-26 22:52 | Variasi: SC-735,3 METER","Baik!
Sangat recommended!
Opsi jumlah colokan dan panjang kabel beragam, sehingga bisa menyesuaikan kebutuhan."
,"2025-08-27 22:29 | Variasi: SC-735,3 METER","barang berfungsi dengan normal tidak ada cacat, harga terjangkau. Top seller."
r*****1,"2025-08-05 15:49 | Variasi: SC-735,10 METER, SC-733,3 METER","Barang sudah di terima, pengemasan rapih dan aman"
,"2023-10-25 11:20 | Variasi: SC-732,1.5 METER",
,"2025-06-05 15:45 | Variasi: SC-733,5 METER","Alhamdulillah paketnya udah nyampe, baru co kemaren hari ini udah nyampe🤣gercep banget ini toko.  Dpet harga diskon Mudah²an awet nihh 🤲"
a*****l,"2023-05-28 20:13 | Variasi: SC-734,5 METER","Barang telah diterima dengan baik, dan selamat tanpa cacat. Pengiriman cepat, pesen Kamis sore, pas Minggu pagi udah sampai. Seller nya responsif, cepet respon juga. Btw pas mau nyolok pertamanya agak keras dan susah, tapi emang harus agak diteken soalnya kata seller masih baru. Thanks 🤩"
,"2024-01-16 22:50 | Variasi: SC-734,10 METER",Cahaya stop kontak kabel 4 lubang 10 meter. Paket sudah sampai sesuai pesanan.
a*****s,"2025-04-09 00:00 | Variasi: SC-734,5 METER","Produk sesuai pesanan
Harga bersaing
Packing standarr
Kurir ramah
Pengiriman pengemasan cepat"
r*****1,"2025-11-13 10:38 | Variasi: SC-735,5 METER","Sangat berguna untuk kebutuhan sehari hari ,suka"
,"2025-09-20 23:24 | Variasi: SC-733,1.5 METER",Barang sangat bagus
,"2026-01-17 14:34 | Variasi: SC-735,3 METER, SC-735,1.5 METER",
,"2025-06-11 20:57 | Variasi: SC-732,3 METER","Sesuai harga tp ada 1 lobang yg longgar, tp msh bisa d akalin.. rekomended"
,"2025-09-10 01:40 | Variasi: SC-735,5 METER","Overwall nice gada cacat barang/fisik nya, aman semua bisa di pake"
,"2025-05-25 13:00 | Variasi: SC-733,1.5 METER","Semoga berfungsi dengan baik, cepet si nyampe nya, makasi seller uda amanah"
h*****a,"2024-03-02 11:14 | Variasi: SC-732,3 METER",Alhamdulillah paket nya sudah datang.... barang berfungsi dengan baik
,"2025-12-12 19:13 | Variasi: SC-733,10 METER",Terima kasih Shopee............. Belanja online gratis ongkir
o*****3,"2023-05-21 00:46 | Variasi: SC-735,5 METER","Barang sangat bagus packaging rapih di bubblewrap dan tidak ada kerusakan sama sekali sudah dicoba, produk bagus sesuai dengan harganya."
s*****4,"2024-09-09 11:55 | Variasi: SC-732,3 METER",Makasih kak paketannya sudah datang 🙏
,"2024-02-20 15:55 | Variasi: SC-732,10 METER","Baik barang nya bagus, sampai dengan selamat barang nya"
,"2025-03-20 19:32 | Variasi: SC-733,5 METER, SC-734,10 METER",Packet sdh sampai terimakasih seller dan abng kurir pengiriman sangat cepat
r*****0,"2023-06-09 01:31 | Variasi: SC-733,10 METER",Express dgn tukar 5 Tsel Poin.Hub  / tsel.id/mttsel15 SKB.
,"2024-08-14 20:57 | Variasi: SC-732,5 METER","Packing sangat rapih , jadi aman ya..
Sudah di test , berfungsi dengan baik semuanya..
Semoga awet"
m*****i,"2023-10-25 10:23 | Variasi: SC-735,3 METER",
,"2025-05-24 19:48 | Variasi: SC-735,10 METER","Packing sangat rapi, baik dan sesuai pesanan.
Oklah, makasih kak"
,"2024-06-06 09:47 | Variasi: SC-734,5 METER","barang sampai dengan selamat, semoga awet"
,"2025-09-30 13:23 | Variasi: SC-735,1.5 METER",Mantaaap
b*****e,"2025-10-10 11:24 | Variasi: SC-734,5 METER, SC-732,1.5 METER",Terimakasih pesanan sesuai brg bagus dan fungsi
s*****2,"2025-01-07 15:27 | Variasi: SC-735,3 METER","Paket nya sudah sampai 👍, belum sempet di coba semoga bermanfaat dan awet yh"
,"2025-02-17 20:40 | Variasi: SC-734,3 METER",Sangat bagus produknya dan berfungsi
,"2025-09-01 08:28 | Variasi: SC-734,5 METER","Berfungsi dengan baik, semoga awet digunakan, pengiriman cepattttt"
e*****4,"2025-05-05 19:48 | Variasi: SC-734,3 METER","Barang diterima sesuai dengan pesanan, terima kasih Seller dan Shoppe live dapat harga murah dipotong voucher 😍"
a*****y,"2025-05-29 13:01 | Variasi: SC-735,3 METER",
,"2026-04-14 11:12 | Variasi: SC-732,1.5 METER",sangat recommended dan berguna dengan baik tidak terkendala
a*****e,"2025-12-14 15:18 | Variasi: SC-733,1.5 METER","Bagus, berfungsi dengan baik, jadi langsung dipake buat dikamar"
,"2026-02-28 15:11 | Variasi: SC-734,5 METER","Oke bgt dgn harga seginii, bisa dpt stop kontak+kabel. Mana kabelnya panjang bgt wkwk, cocok bgtt buat sehari hari apalagi buat anak kos 🤩"
v*****d,"2025-05-02 11:24 | Variasi: SC-734,3 METER",Maaf baru ulasan..ya okelah sesuai harga berfungsi dgn baik
,"2026-02-23 10:30 | Variasi: SC-733,3 METER","Trimakasih banyak ya ka, barangnya sdh sampai dengan baik, tapi ini hanya firasat ku atau gimana ya ka?, soalnya ini kaya bukan 3 M😭"
,"2026-02-23 16:22 | Variasi: SC-732,3 METER",Alhamdulillah pesanan sampai dengan baik.
,"2024-09-07 10:33 | Variasi: SC-733,3 METER, SC-733,5 METER",Terimakasih barang sudah diterima sesuai pesanan. Packing aman. Sukses selalu kak
h*****4,"2024-06-27 08:37 | Variasi: SC-735,10 METER","berfungsi bgttt, alatnya juga bagus bekerja dengan baik. trimkaasihhh min🥹🙏"
,"2024-05-18 10:50 | Variasi: SC-735,3 METER","Bahannya bagus, semoga kualitasnya juga bagus, makasih seller & kurir🙏🙂"
,"2023-11-25 17:58 | Variasi: SC-733,3 METER",
,"2025-05-06 07:41 | Variasi: SC-735,5 METER",Super cepat pesan malam siang udah nyampe ajah ini paket makasih pertahankan slalu kualiat nya
d*****a,"2025-07-21 16:00 | Variasi: SC-734,5 METER",Barang sampai dengan aman dan sesuai permintaan. Pengiriman cepat
p*****4,"2026-04-10 09:41 | Variasi: SC-734,10 METER","Berfungsi dgn baik, pengiriman cepat, semoga awet."
a*****9,"2024-03-02 18:15 | Variasi: SC-735,10 METER","barang diterima dengan baik. terima kasih seller, kurir dan shopee 👍"
,"2024-11-17 10:53 | Variasi: SC-735,3 METER",Sangat berguna untuk menancapkan barang² elektronik
,"2025-04-19 19:09 | Variasi: SC-734,3 METER","Barang udh sampe dan sesuai pesanan
Semoga awet

Mksh seller, shopee dan kurir"
,"2024-07-04 16:52 | Variasi: SC-733,3 METER",aku beli yang 3m tapi keknya kabelnya ga nyampe 3m
s*****r,"2025-03-07 20:57 | Variasi: SC-733,10 METER, SC-732,5 METER","real pict yaa, datengnya juga cepet👍🏼👍🏼🥰"
d*****n,"2025-09-28 13:48 | Variasi: SC-732,1.5 METER",Mantap
s*****2,"2024-10-26 08:55 | Variasi: SC-734,5 METER, SC-733,5 METER, SC-734,3 METER, ...",
i*****a,"2026-04-11 15:39 | Variasi: SC-734,3 METER",
,"2025-08-27 19:32 | Variasi: SC-735,5 METER","bagus barangnya sesuai, pengiriman cepet juga semoga awet"
d*****1,"2026-04-11 18:52 | Variasi: SC-732 HITAM,10 METER",
h*****5,"2024-01-09 16:08 | Variasi: SC-733,10 METER",Barangnya telah sampai dan daoat dipakai dengan baik karena packingnya aman dengan buble yg tebal
,"2024-01-09 16:01 | Variasi: SC-735,1.5 METER, SC-732,5 METER","Belum dicoba...
Semoga everything is fine🫰"
,"2024-02-13 08:56 | Variasi: SC-735,10 METER",
s*****e,"2024-07-04 15:55 | Variasi: SC-735,10 METER","Admin fast respon, pengiriman normal dan barang nya sesuai deskripsi 👌"
y*****a,"2026-01-04 13:04 | Variasi: SC-734,5 METER",Kualitas bagus berfungsi dengan baik. Terimakasih
,"2024-04-09 11:56 | Variasi: SC-733,10 METER, SC-733,5 METER","Saya sangat merekomendasiksn untuk belanja disini, seller komunikatif dan kurir sangat baik dan ramah"
a*****a,"2024-08-08 17:58 | Variasi: SC-734,10 METER","Paket dtg tepat wktu,barang ori dan bagus seller baik, mksih ....mantaaaaap dech...👍👍"
s*****n,"2026-01-15 22:29 | Variasi: SC-735,5 METER",Terimakasih seller and kurir telah mengirimkan barang dgn aman dan tepat waktu
,"2024-09-06 13:36 | Variasi: SC-734,3 METER",
f*****.,"2025-08-30 10:10 | Variasi: SC-734,1.5 METER","worth it banget dengan harga segini dapet terminal yang panjangnya pas bagi aku dan berfungsi dengan baik. terima kasih seller, sukses selalu"
